customer_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital.gains,capital.loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
10336,27,13,IL,500/1000,1,66,8,FEMALE,JD,armed-forces,camping,unmarried,1,354,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,9,1,NO,1,1,YES,462,2,511,499,BMW,3 Series,8,N
10337,85,21,OH,250/500,3,513,6,MALE,College,armed-forces,sleeping,unmarried,1,215,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,7,3,NO,3,1,NO,135,2,328,155,Chevrolet,Silverado,14,N
10338,67,19,IL,500/1000,1,903,2,MALE,Associate,tech-support,camping,wife,1,193,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,6,1,YES,3,0,NO,531,1,545,573,Dodge,RAM,5,N
10339,26,12,IN,250/500,3,941,2,FEMALE,Associate,priv-house-serv,movies,husband,94,265,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,14,1,YES,2,1,YES,712,2,582,707,Saab,92x,6,N
10342,211,24,OH,100/300,2,614,2,FEMALE,Associate,craft-repair,movies,wife,23,354,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,6,1,YES,2,3,NO,533,4,103,373,BMW,3 Series,6,N
10343,358,8,IL,250/500,1,976,2,MALE,College,armed-forces,skydiving,own-child,1,354,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,23,1,NO,3,2,YES,333,3,22,425,Suburu,Impreza,14,Y
10345,127,20,IN,100/300,1,541,7,FEMALE,Associate,tech-support,board-games,unmarried,1,354,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,9,1,YES,3,3,NO,478,4,42,237,Jeep,Grand Cherokee,18,Y
10346,377,10,IN,100/300,2,761,2,MALE,PhD,transport-moving,hiking,unmarried,310,354,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,12,1,YES,1,2,YES,544,3,70,423,Jeep,Wrangler,8,N
10348,168,25,IN,500/1000,2,925,8,FEMALE,PhD,handlers-cleaners,base-jumping,husband,138,316,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,5,1,YES,3,2,YES,425,3,350,428,Mercedes,E400,11,N
10349,57,16,IL,100/300,1,825,2,MALE,JD,tech-support,cross-fit,not-in-family,210,354,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,15,3,YES,2,0,YES,493,1,422,469,Audi,A5,15,N
10350,140,21,IL,100/300,1,909,9,FEMALE,MD,craft-repair,bungie-jumping,unmarried,283,19,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,1,1,NO,2,3,NO,587,4,167,365,Accura,TL,8,Y
10351,161,25,OH,500/1000,1,322,2,FEMALE,JD,tech-support,polo,own-child,148,312,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,Columbus,16,1,YES,2,3,NO,456,4,107,240,Volkswagen,Jetta,17,N
10352,181,26,IL,500/1000,2,29,2,FEMALE,Associate,machine-op-inspct,paintball,other-relative,142,354,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Northbend,14,3,YES,2,0,NO,65,1,262,39,Audi,A3,13,Y
10353,357,8,IN,100/300,3,392,5,FEMALE,High School,craft-repair,camping,unmarried,1,107,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,1,1,NO,2,3,YES,238,4,20,196,Honda,CRV,17,N
10356,167,25,OH,100/300,3,255,2,FEMALE,MD,prof-specialty,golf,unmarried,210,273,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,4,1,NO,1,0,NO,426,1,389,394,Nissan,Ultima,3,N
10357,139,19,IL,250/500,2,266,2,FEMALE,MD,craft-repair,paintball,not-in-family,264,354,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,7,3,YES,2,1,YES,510,2,387,516,Ford,Fusion,1,N
10358,15,10,OH,250/500,1,744,2,MALE,College,other-service,movies,other-relative,43,354,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,14,3,YES,1,2,YES,459,3,33,335,Suburu,Impreza,16,N
10359,86,15,IL,100/300,1,768,2,MALE,College,adm-clerical,yachting,wife,1,4,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,16,1,YES,2,3,NO,687,4,131,450,Jeep,Grand Cherokee,10,Y
10360,204,26,OH,500/1000,3,104,2,MALE,PhD,priv-house-serv,basketball,unmarried,1,354,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5,1,NO,2,0,YES,403,1,424,473,Saab,93,11,N
10362,353,6,IN,100/300,3,921,2,FEMALE,College,priv-house-serv,paintball,other-relative,143,354,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,8,3,YES,3,1,NO,467,2,606,412,Toyota,Highlander,17,Y
10363,58,12,IN,100/300,1,476,2,MALE,MD,prof-specialty,polo,own-child,1,354,Parked Car,Rear Collision,Trivial Damage,None,VA,Arlington,23,1,YES,1,2,NO,142,3,301,187,Saab,93,5,N
10364,194,23,OH,100/300,3,243,2,FEMALE,Associate,sales,reading,own-child,239,197,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,6,3,NO,1,2,YES,117,3,419,198,Mercedes,ML350,17,Y
10368,200,29,OH,500/1000,2,112,2,FEMALE,Associate,adm-clerical,hiking,own-child,304,79,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,8,1,NO,2,0,YES,268,1,412,305,Toyota,Highlander,2,N
10369,3,1,IN,250/500,1,224,2,FEMALE,JD,craft-repair,yachting,wife,1,245,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,20,1,YES,1,2,YES,185,3,590,180,Accura,TL,17,Y
10371,279,39,IN,100/300,1,514,2,MALE,High School,protective-serv,exercise,other-relative,1,20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,16,3,YES,3,1,NO,243,2,396,166,Saab,93,1,N
10372,184,23,OH,500/1000,1,576,2,FEMALE,PhD,farming-fishing,dancing,own-child,1,354,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,9,2,YES,2,2,YES,130,3,557,110,Honda,Accord,21,N
10373,35,12,IL,500/1000,2,924,2,FEMALE,PhD,sales,video-games,husband,172,354,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,22,1,NO,2,3,YES,589,4,474,564,Suburu,Forrestor,15,N
10374,47,13,OH,250/500,2,728,8,FEMALE,JD,armed-forces,base-jumping,wife,227,354,Parked Car,Rear Collision,Minor Damage,None,WV,Arlington,13,1,YES,2,2,YES,390,3,477,431,Honda,Civic,8,Y
10377,363,11,OH,500/1000,3,957,2,FEMALE,Associate,craft-repair,exercise,own-child,1,344,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,24,1,YES,2,0,NO,474,1,460,541,Dodge,Neon,19,N
10378,228,8,OH,100/300,2,348,8,MALE,JD,other-service,polo,not-in-family,1,333,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,9,1,YES,2,2,YES,148,3,303,107,Toyota,Corolla,15,N
10380,65,14,OH,100/300,2,843,2,MALE,College,other-service,reading,other-relative,1,196,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,7,3,NO,2,2,NO,208,3,341,179,Mercedes,E400,19,Y
10381,176,23,IN,250/500,2,809,8,FEMALE,Associate,craft-repair,sleeping,own-child,323,354,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,11,3,YES,2,3,NO,132,4,297,173,Audi,A5,20,N
10383,18,11,OH,250/500,2,99,2,MALE,PhD,exec-managerial,golf,not-in-family,70,112,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,8,3,NO,1,2,YES,196,3,369,237,Nissan,Ultima,10,Y
10384,200,28,IL,250/500,2,261,2,MALE,JD,armed-forces,chess,unmarried,1,354,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,11,1,YES,1,1,YES,311,2,432,348,BMW,3 Series,1,Y
10385,165,23,IL,250/500,2,317,2,FEMALE,Masters,protective-serv,board-games,own-child,1,354,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,9,1,NO,3,2,YES,2,3,221,683,Audi,A5,20,N
10386,20,12,OH,500/1000,3,818,2,MALE,High School,prof-specialty,base-jumping,wife,138,354,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,5,3,NO,2,0,YES,189,1,363,223,Ford,F150,13,N
10387,146,20,OH,250/500,1,871,2,FEMALE,College,other-service,paintball,not-in-family,1,255,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,9,1,NO,1,1,YES,481,2,371,367,Mercedes,E400,20,N
10388,361,3,IN,500/1000,1,477,2,MALE,Associate,machine-op-inspct,camping,wife,1,136,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,15,1,YES,2,2,YES,413,3,491,457,Honda,Accord,9,N
10391,340,17,IL,100/300,3,96,2,FEMALE,JD,exec-managerial,golf,unmarried,1,173,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,2,1,YES,1,2,NO,181,3,323,141,Saab,92x,11,N
10392,209,30,IN,250/500,1,655,5,MALE,PhD,exec-managerial,golf,other-relative,200,71,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,10,3,NO,1,0,NO,220,1,386,265,Toyota,Highlander,19,N
10393,69,18,OH,100/300,1,133,2,FEMALE,High School,prof-specialty,board-games,husband,1,70,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,20,3,NO,3,1,NO,227,2,15,190,Saab,95,9,N
10394,287,40,OH,250/500,2,130,2,MALE,MD,exec-managerial,video-games,own-child,1,116,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,8,3,YES,2,2,YES,467,3,363,467,Volkswagen,Jetta,15,N
10395,65,13,IN,500/1000,3,346,9,MALE,High School,farming-fishing,reading,own-child,99,108,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,13,4,NO,3,2,NO,169,3,612,134,Accura,TL,17,Y
10397,289,39,IN,100/300,1,236,8,MALE,High School,protective-serv,exercise,unmarried,205,354,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,12,1,NO,2,0,YES,574,1,82,578,Ford,Fusion,18,N
10398,163,28,IN,100/300,1,319,2,MALE,Masters,adm-clerical,dancing,wife,1,33,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,10,1,YES,1,2,YES,596,3,527,533,Jeep,Grand Cherokee,9,N
10399,351,9,OH,250/500,3,78,2,FEMALE,High School,prof-specialty,dancing,unmarried,1,149,Vehicle Theft,Front Collision,Trivial Damage,Police,WV,Columbus,22,1,NO,1,1,YES,43,2,246,29,Saab,95,21,N
10403,67,15,IN,100/300,2,649,2,FEMALE,College,craft-repair,skydiving,husband,287,73,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,17,3,YES,3,0,NO,140,1,281,123,Mercedes,C300,10,Y
10404,246,33,IN,100/300,2,566,2,MALE,Associate,sales,skydiving,other-relative,1,354,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,7,1,YES,1,2,NO,688,3,172,647,Audi,A5,10,N
10406,357,12,IN,100/300,3,641,6,FEMALE,College,transport-moving,skydiving,wife,1,279,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,21,3,YES,3,3,NO,659,4,555,592,Honda,Civic,5,N
10407,191,23,OH,500/1000,2,168,2,MALE,MD,adm-clerical,exercise,husband,39,267,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,3,3,NO,1,3,YES,248,4,616,139,Toyota,Corolla,5,N
10408,179,27,IN,500/1000,3,455,2,FEMALE,High School,machine-op-inspct,sleeping,wife,199,264,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,20,3,YES,1,0,NO,22,1,296,8,Suburu,Forrestor,14,N
10409,186,22,OH,250/500,2,233,2,MALE,Masters,exec-managerial,camping,unmarried,1,136,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,10,1,YES,2,3,YES,124,4,549,63,Chevrolet,Silverado,7,N
10412,375,11,OH,250/500,1,131,2,FEMALE,High School,machine-op-inspct,video-games,not-in-family,1,36,Parked Car,Front Collision,Trivial Damage,Police,SC,Arlington,21,1,YES,3,0,YES,500,1,89,478,BMW,3 Series,11,N
10413,158,26,OH,250/500,2,109,2,FEMALE,College,farming-fishing,camping,not-in-family,255,354,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,16,3,NO,3,2,NO,521,3,60,402,Chevrolet,Tahoe,14,N
10415,121,21,OH,500/1000,1,971,2,MALE,Associate,armed-forces,paintball,unmarried,1,354,Vehicle Theft,Rear Collision,Minor Damage,None,NC,Riverwood,19,1,YES,2,2,YES,635,3,544,672,Dodge,RAM,3,N
10416,12,14,OH,500/1000,2,343,6,FEMALE,High School,machine-op-inspct,basketball,unmarried,254,124,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,17,1,NO,2,3,NO,391,4,43,367,Suburu,Legacy,5,N
10418,94,19,OH,250/500,2,781,2,FEMALE,JD,priv-house-serv,exercise,unmarried,1,354,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,16,1,YES,2,2,YES,294,3,370,239,Jeep,Grand Cherokee,15,N
10419,188,26,IN,500/1000,3,586,2,MALE,High School,priv-house-serv,board-games,unmarried,1,354,Vehicle Theft,Side Collision,Trivial Damage,Police,NC,Riverwood,21,1,NO,2,3,NO,197,4,334,164,Jeep,Wrangler,11,N
10420,45,15,IL,250/500,3,510,7,FEMALE,JD,exec-managerial,paintball,own-child,212,217,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,21,1,NO,3,0,YES,755,1,165,694,BMW,X5,13,N
10421,119,23,IN,100/300,1,158,2,FEMALE,College,tech-support,chess,husband,1,354,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,11,1,NO,3,2,YES,518,3,133,456,Volkswagen,Jetta,2,N
10422,54,19,IN,250/500,1,419,2,MALE,MD,prof-specialty,video-games,other-relative,1,354,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbend,16,1,YES,2,0,NO,672,1,230,424,Toyota,Camry,1,N
10423,370,3,IN,500/1000,3,23,2,MALE,High School,handlers-cleaners,hiking,husband,1,354,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,15,1,YES,1,0,NO,743,1,138,677,Toyota,Corolla,18,N
10426,282,16,OH,500/1000,3,390,2,FEMALE,College,exec-managerial,basketball,other-relative,1,354,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,1,4,YES,1,0,NO,482,1,80,460,Chevrolet,Silverado,2,Y
10427,121,17,IL,500/1000,1,483,2,MALE,Masters,farming-fishing,cross-fit,not-in-family,126,352,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,4,1,NO,1,2,YES,338,3,395,407,BMW,X5,19,N
10428,383,13,IN,100/300,1,466,6,FEMALE,High School,priv-house-serv,polo,own-child,253,354,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,12,1,NO,2,0,NO,381,1,471,417,Nissan,Maxima,17,N
10429,76,18,IL,100/300,1,935,2,FEMALE,Masters,exec-managerial,camping,other-relative,1,81,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,16,3,YES,1,0,NO,523,1,582,529,Mercedes,ML350,14,Y
10430,331,40,IN,500/1000,2,963,2,MALE,Masters,transport-moving,bungie-jumping,own-child,325,354,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,13,1,YES,3,3,NO,297,4,43,241,Nissan,Maxima,20,N
10432,181,27,OH,500/1000,3,226,2,FEMALE,PhD,priv-house-serv,yachting,not-in-family,328,190,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,17,3,YES,1,0,YES,274,1,1,364,Saab,92x,11,N
10433,221,30,OH,100/300,1,885,2,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,1,354,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbend,15,1,YES,2,0,NO,288,1,420,324,Audi,A5,11,Y
10434,50,16,IL,100/300,3,623,2,MALE,College,priv-house-serv,exercise,wife,280,354,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,3,1,YES,3,3,YES,343,4,397,285,Dodge,RAM,5,N
10438,166,26,OH,500/1000,2,875,8,FEMALE,PhD,priv-house-serv,chess,not-in-family,282,354,Parked Car,Rear Collision,Trivial Damage,Police,NC,Hillsdale,22,1,NO,3,2,NO,438,3,102,372,Mercedes,ML350,11,Y
10439,122,22,IL,500/1000,1,746,2,FEMALE,PhD,other-service,sleeping,own-child,1,354,Vehicle Theft,Side Collision,Trivial Damage,Police,WV,Northbrook,18,1,NO,2,1,NO,43,2,246,29,Audi,A5,10,N
10441,12,13,IN,500/1000,2,216,2,MALE,Masters,protective-serv,yachting,not-in-family,1,354,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,7,1,NO,1,2,NO,325,3,439,368,Dodge,Neon,12,N
10442,215,32,OH,100/300,3,867,2,MALE,MD,tech-support,board-games,own-child,197,137,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,10,3,NO,1,3,NO,680,4,126,572,Dodge,Neon,14,N
10443,60,15,IN,250/500,3,930,2,FEMALE,PhD,transport-moving,exercise,wife,1,354,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,9,1,YES,1,0,YES,533,1,224,373,Suburu,Legacy,7,Y
10444,26,16,IN,500/1000,1,59,2,FEMALE,JD,protective-serv,paintball,not-in-family,313,354,Parked Car,Rear Collision,Minor Damage,None,VA,Columbus,18,1,NO,3,1,YES,78,2,394,50,Jeep,Grand Cherokee,8,N
10447,72,19,IN,250/500,3,219,8,FEMALE,JD,priv-house-serv,dancing,own-child,1,284,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Springfield,14,1,YES,3,3,YES,191,4,623,157,Jeep,Wrangler,11,N
10448,250,35,IL,250/500,3,822,2,MALE,Associate,tech-support,exercise,wife,1,354,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Riverwood,17,1,YES,3,2,NO,509,3,430,487,Chevrolet,Malibu,15,N
10450,149,21,IL,100/300,3,562,2,FEMALE,Masters,other-service,reading,husband,1,354,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbend,1,4,YES,1,3,NO,617,4,135,593,BMW,X6,13,N
10451,235,14,OH,100/300,3,575,7,FEMALE,PhD,other-service,base-jumping,husband,291,169,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbrook,13,1,YES,1,1,YES,304,2,91,208,Toyota,Camry,18,N
10453,5,15,IL,500/1000,1,431,2,FEMALE,College,priv-house-serv,board-games,unmarried,5,354,Parked Car,Rear Collision,Trivial Damage,None,NY,Hillsdale,18,1,YES,2,0,NO,119,1,271,99,Audi,A3,3,N
10454,110,19,IL,250/500,3,670,2,FEMALE,Associate,transport-moving,reading,husband,52,123,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Arlington,8,3,YES,3,1,NO,384,2,473,422,Suburu,Forrestor,9,N
10455,32,12,IL,250/500,2,208,2,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,139,116,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,17,1,YES,3,3,NO,182,4,298,259,Chevrolet,Malibu,17,N
10456,175,25,IL,500/1000,2,493,2,MALE,Associate,adm-clerical,video-games,not-in-family,1,343,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,24,3,YES,3,0,NO,754,1,213,651,Ford,Escape,13,N
10457,368,6,IN,100/300,3,215,2,MALE,Masters,craft-repair,yachting,husband,1,354,Vehicle Theft,Front Collision,Minor Damage,Police,NY,Columbus,14,1,YES,1,1,YES,593,2,477,657,Dodge,Neon,9,N
10458,29,10,IL,100/300,2,826,2,MALE,Masters,transport-moving,movies,own-child,83,104,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Riverwood,20,1,YES,3,1,YES,659,2,462,644,Volkswagen,Passat,17,Y
10461,182,26,OH,250/500,3,474,2,FEMALE,High School,tech-support,base-jumping,other-relative,1,354,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Riverwood,9,1,NO,3,2,NO,610,3,133,585,Volkswagen,Passat,3,Y
10462,291,36,IL,100/300,2,852,2,MALE,MD,protective-serv,board-games,own-child,1,9,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,1,1,YES,1,2,NO,361,3,625,255,Honda,Accord,7,N
10463,318,39,IL,100/300,2,529,2,FEMALE,PhD,tech-support,hiking,own-child,88,169,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,Arlington,3,3,NO,3,1,NO,171,2,408,183,Suburu,Impreza,19,Y
10464,129,23,IL,100/300,3,913,2,MALE,JD,prof-specialty,golf,wife,82,311,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Springfield,7,3,NO,3,0,NO,694,1,538,660,Saab,93,19,N
10465,305,20,OH,500/1000,1,763,2,MALE,PhD,handlers-cleaners,skydiving,other-relative,257,354,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Columbus,2,3,YES,3,2,YES,402,3,482,442,Nissan,Ultima,12,N
10467,32,16,IN,100/300,2,79,2,FEMALE,Masters,transport-moving,camping,wife,196,354,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbend,13,3,NO,1,1,YES,341,2,353,314,Chevrolet,Tahoe,13,N
10468,292,38,IL,250/500,1,762,2,FEMALE,College,protective-serv,exercise,other-relative,1,354,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,17,3,NO,1,0,NO,83,1,259,103,Volkswagen,Passat,13,N
10469,136,19,OH,100/300,1,274,7,FEMALE,High School,farming-fishing,yachting,not-in-family,159,354,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,12,3,NO,3,2,NO,328,3,614,227,Volkswagen,Passat,21,N
10473,256,33,IL,250/500,1,184,2,MALE,PhD,armed-forces,hiking,not-in-family,1,254,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,8,3,NO,3,0,YES,736,1,173,648,BMW,X6,6,N
10474,214,31,IL,100/300,1,621,2,FEMALE,PhD,farming-fishing,kayaking,wife,1,354,Vehicle Theft,Side Collision,Trivial Damage,None,SC,Columbus,18,1,NO,2,0,NO,540,1,69,420,Nissan,Maxima,7,N
10476,53,18,OH,500/1000,2,301,2,FEMALE,Masters,other-service,golf,other-relative,60,244,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Hillsdale,9,3,NO,2,1,NO,301,2,373,370,Nissan,Ultima,21,N
10477,359,11,IL,250/500,1,829,2,MALE,High School,adm-clerical,polo,husband,238,286,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,9,1,NO,1,3,YES,434,4,440,504,Saab,92x,4,Y
10478,270,38,OH,100/300,1,743,2,MALE,MD,farming-fishing,cross-fit,other-relative,266,354,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Northbend,3,1,YES,1,1,YES,337,2,512,342,Saab,95,2,Y
10479,274,35,IL,500/1000,2,866,2,MALE,Masters,armed-forces,chess,unmarried,1,354,Vehicle Theft,Front Collision,Minor Damage,Police,NC,Riverwood,21,1,NO,2,2,NO,421,3,96,355,Mercedes,C300,7,Y
10482,110,3,OH,250/500,1,551,2,FEMALE,Masters,priv-house-serv,polo,other-relative,1,104,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Northbrook,7,1,NO,1,0,NO,419,1,434,354,Accura,MDX,12,N
10483,21,12,IN,500/1000,3,937,2,MALE,JD,handlers-cleaners,golf,not-in-family,1,63,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Riverwood,23,3,NO,1,3,YES,362,4,461,405,Volkswagen,Passat,10,Y
10485,313,38,OH,100/300,3,384,2,MALE,High School,armed-forces,video-games,own-child,154,101,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Springfield,24,1,NO,3,0,NO,198,1,335,87,Jeep,Wrangler,15,N
10486,358,10,IN,100/300,2,663,2,MALE,Associate,adm-clerical,exercise,husband,1,44,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,1,1,YES,3,1,YES,179,2,585,95,Nissan,Maxima,1,N
10488,360,6,IN,500/1000,3,594,2,FEMALE,High School,armed-forces,yachting,other-relative,1,354,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,17,3,YES,1,0,NO,427,1,436,359,Dodge,RAM,18,N
10489,206,28,IL,100/300,3,712,2,MALE,College,prof-specialty,exercise,own-child,1,354,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,23,1,NO,1,3,YES,470,4,75,301,Mercedes,ML350,19,N
10490,98,11,OH,250/500,3,413,2,MALE,JD,transport-moving,cross-fit,not-in-family,1,354,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,21,3,NO,1,2,YES,598,3,61,527,Dodge,Neon,11,Y
10491,100,15,OH,500/1000,2,726,2,MALE,High School,armed-forces,movies,unmarried,127,39,Vehicle Theft,Rear Collision,Minor Damage,None,WV,Arlington,18,1,YES,2,1,NO,20,2,241,6,Toyota,Corolla,11,N
10492,282,21,IL,100/300,1,450,8,FEMALE,High School,machine-op-inspct,reading,unmarried,256,354,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,7,3,YES,2,3,NO,269,4,596,275,Jeep,Grand Cherokee,13,N
10493,210,31,OH,250/500,3,891,2,MALE,MD,machine-op-inspct,camping,wife,1,304,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,9,3,NO,1,2,NO,521,3,60,402,Saab,95,13,N
10496,173,28,IN,100/300,1,893,2,MALE,PhD,prof-specialty,camping,unmarried,1,163,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,12,1,YES,1,3,NO,663,4,119,551,Chevrolet,Tahoe,19,N
10497,230,26,IL,500/1000,2,481,8,MALE,Associate,machine-op-inspct,hiking,husband,1,86,Vehicle Theft,Front Collision,Trivial Damage,Police,NY,Northbend,22,1,YES,2,2,NO,157,3,1,294,Accura,MDX,5,N
10498,1,14,OH,500/1000,1,530,2,MALE,College,tech-support,base-jumping,wife,242,103,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,21,4,NO,2,1,NO,92,2,460,54,Accura,MDX,8,N
10499,286,40,IL,250/500,3,308,2,MALE,MD,exec-managerial,exercise,not-in-family,1,145,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,4,1,NO,1,0,YES,431,1,392,524,Mercedes,ML350,3,Y
10500,216,31,IN,100/300,1,706,2,FEMALE,PhD,craft-repair,camping,own-child,1,354,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,13,1,YES,2,1,YES,575,2,464,549,Saab,95,19,N
